	date	message_from_name	email_mentioned_person	email_from_party
3109	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Mike	Conservative Party
3110	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Trudeau	Conservative Party
3111	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Justin Trudeau	Conservative Party
3112	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Trudeau	Conservative Party
3113	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Trudeau	Conservative Party
3114	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Rana Sakar	Conservative Party
3115	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Rana	Conservative Party
3116	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Justin Trudeau	Conservative Party
3117	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Trudeau	Conservative Party
3118	2017-09-14	=?utf-8?Q?Erin_O=e2=80=99Toole?=	Erin O’Toole	Conservative Party
3119	2017-09-15	Jaime Girard	Mike	Conservative Party
3120	2017-09-15	Jaime Girard	Trudeau	Conservative Party
3121	2017-09-15	Jaime Girard	Trudeau	Conservative Party
3122	2017-09-15	Jaime Girard	Justin Trudeau	Conservative Party
3123	2017-09-15	Jaime Girard	Jaime Girard	Conservative Party
3124	2017-09-16	CPC	Mike	Conservative Party
3125	2017-09-17	Gerry Ritz	Mike	Conservative Party
3126	2017-09-17	Gerry Ritz	Scott Ross	Conservative Party
3127	2017-09-17	Gerry Ritz	Gerry Ritz	Conservative Party
3128	2017-09-17	Gerry Ritz	Battlefords Lloydminster	Conservative Party
3129	2017-09-18	Jaime Girard	Mike	Conservative Party
3130	2017-09-18	Jaime Girard	Trudeau	Conservative Party
3131	2017-09-18	Jaime Girard	Trudeau	Conservative Party
3132	2017-09-18	Jaime Girard	Justin Trudeau	Conservative Party
3133	2017-09-18	Jaime Girard	Jaime Girard	Conservative Party
3134	2017-09-19	Dustin van Vugt	Mike	Conservative Party
3135	2017-09-19	Dustin van Vugt	Andrew Scheer	Conservative Party
3136	2017-09-19	Dustin van Vugt	Trudeau	Conservative Party
3137	2017-09-19	Dustin van Vugt	Andrew	Conservative Party
3138	2017-09-19	Dustin van Vugt	Andrew	Conservative Party
3139	2017-09-19	Dustin van Vugt	Dustin van Vugt	Conservative Party
3140	2017-09-20	Andrew Scheer	Mike	Conservative Party
3141	2017-09-20	Andrew Scheer	Justin Trudeau	Conservative Party
3142	2017-09-20	Andrew Scheer	Andrew Scheer	Conservative Party
3143	2017-09-21	Cory Hann	Mike	Conservative Party
3144	2017-09-21	Cory Hann	Trudeau	Conservative Party
3145	2017-09-21	Cory Hann	Cory Hann	Conservative Party
3146	2017-09-22	Save Local Business!	Mike	Conservative Party
3147	2017-09-22	Save Local Business!	Trudeau	Conservative Party
3148	2017-09-22	Save Local Business!	Trudeau	Conservative Party
3149	2017-09-22	Save Local Business!	Trudeau	Conservative Party
3150	2017-09-23	Andrew Scheer	Mike	Conservative Party
3151	2017-09-23	Andrew Scheer	Justin Trudeau	Conservative Party
3152	2017-09-23	Andrew Scheer	Andrew Scheer	Conservative Party
3153	2017-09-24	CPC	Mike	Conservative Party
3154	2017-09-27	The Election Readiness Team	Mike	Conservative Party
3155	2017-09-27	The Election Readiness Team	Justin Trudeau	Conservative Party
3156	2017-09-27	The Election Readiness Team	Trudeau	Conservative Party
3157	2017-09-28	Conservative Party of Canada	Mike	Conservative Party
3158	2017-09-28	Conservative Party of Canada	Omar Khadr	Conservative Party
3159	2017-09-28	Conservative Party of Canada	Justin Trudeau	Conservative Party
3160	2017-09-28	Conservative Party of Canada	Trudeau	Conservative Party
3161	2017-09-28	Conservative Party of Canada	Tabitha Speer	Conservative Party
3162	2017-09-28	Conservative Party of Canada	Omar Khadr	Conservative Party
3163	2017-09-28	Conservative Party of Canada	Christopher Speer	Conservative Party
3164	2017-09-28	Conservative Party of Canada	Justin Trudeau	Conservative Party
3165	2017-09-28	Conservative Party of Canada	Trudeau	Conservative Party
3166	2017-09-29	Jaime Girard	Mike	Conservative Party
3167	2017-09-29	Jaime Girard	Justin Trudeau	Conservative Party
3168	2017-09-29	Jaime Girard	Trudeau	Conservative Party
3169	2017-09-29	Jaime Girard	Andrew Scheer	Conservative Party
3170	2017-09-29	Jaime Girard	Jaime Girard	Conservative Party
3171	2017-09-30	CPC	Mike	Conservative Party
3172	2017-10-03	Andrew Scheer	Mike	Conservative Party
3173	2017-10-03	Andrew Scheer	Justin Trudeau	Conservative Party
3174	2017-10-03	Andrew Scheer	Trudeau	Conservative Party
3175	2017-10-03	Andrew Scheer	Trudeau	Conservative Party
3176	2017-10-03	Andrew Scheer	Andrew Scheer	Conservative Party
3177	2017-10-04	Andrew Scheer	Mike	Conservative Party
3178	2017-10-04	Andrew Scheer	Trudeau	Conservative Party
3179	2017-10-04	Andrew Scheer	Trudeau	Conservative Party
3180	2017-10-04	Andrew Scheer	Andrew Scheer	Conservative Party
3181	2017-10-05	Andrew Scheer	Mike	Conservative Party
3182	2017-10-05	Andrew Scheer	Justin Trudeau's	Conservative Party
3183	2017-10-05	Andrew Scheer	Andrew	Conservative Party
3184	2017-10-06	Conservative Party of Canada	Mike	Conservative Party
3185	2017-10-06	Conservative Party of Canada	Michelle Rempel	Conservative Party
3186	2017-10-06	Conservative Party of Canada	Justin Trudeau	Conservative Party
3187	2017-10-06	Conservative Party of Canada	Trudeau	Conservative Party
3188	2017-10-07	CPC	Mike	Conservative Party
3189	2017-10-11	Lisa Raitt	Mike	Conservative Party
3190	2017-10-11	Lisa Raitt	Andrew Scheer	Conservative Party
3191	2017-10-11	Lisa Raitt	Trudeau	Conservative Party
3192	2017-10-11	Lisa Raitt	Trudeau	Conservative Party
3193	2017-10-11	Lisa Raitt	Justin Trudeau	Conservative Party
3194	2017-10-11	Lisa Raitt	Lisa Raitt	Conservative Party
3195	2017-10-12	Pierre Poilievre	Mike	Conservative Party
3196	2017-10-12	Pierre Poilievre	Trudeau	Conservative Party
3197	2017-10-12	Pierre Poilievre	Trudeau	Conservative Party
3198	2017-10-12	Pierre Poilievre	Trudeau	Conservative Party
3199	2017-10-12	Pierre Poilievre	Trudeau	Conservative Party
3200	2017-10-12	Pierre Poilievre	Trudeau	Conservative Party
3201	2017-10-12	Pierre Poilievre	Justin Trudeau	Conservative Party
3202	2017-10-12	Pierre Poilievre	Trudeau	Conservative Party
3203	2017-10-12	Pierre Poilievre	Justin Trudeau	Conservative Party
3204	2017-10-12	Pierre Poilievre	Justin Trudeau	Conservative Party
3205	2017-10-12	Pierre Poilievre	Pierre Poilievre	Conservative Party
3206	2017-10-12	Pierre Poilievre	M.P.  Carleton	Conservative Party
3207	2017-10-13	Conservative Party of Canada	Mike	Conservative Party
3208	2017-10-13	Conservative Party of Canada	Justin Trudeau	Conservative Party
3209	2017-10-13	Conservative Party of Canada	Trudeau	Conservative Party
3210	2017-10-13	Conservative Party of Canada	Trudeau	Conservative Party
3211	2017-10-13	Conservative Party of Canada	Trudeau	Conservative Party
3212	2017-10-13	Conservative Party of Canada	Justin Trudeau	Conservative Party
3213	2017-10-13	Conservative Party of Canada	Trudeau	Conservative Party
3214	2017-10-17	Andrew Scheer	Mike	Conservative Party
3215	2017-10-17	Andrew Scheer	Stephen Harper	Conservative Party
3216	2017-10-17	Andrew Scheer	Justin Trudeau	Conservative Party
3217	2017-10-17	Andrew Scheer	Trudeau	Conservative Party
3218	2017-10-17	Andrew Scheer	Justin Trudeau	Conservative Party
3219	2017-10-17	Andrew Scheer	Justin Trudeau	Conservative Party
3220	2017-10-17	Andrew Scheer	Trudeau	Conservative Party
3221	2017-10-17	Andrew Scheer	Justin Trudeau	Conservative Party
3222	2017-10-17	Andrew Scheer	Andrew Scheer	Conservative Party
3223	2017-10-18	Michael Chong	Mike	Conservative Party
3224	2017-10-18	Michael Chong	Michael Chong	Conservative Party
3225	2017-10-19	Cory Hann	Mike	Conservative Party
3226	2017-10-19	Cory Hann	Trudeau	Conservative Party
3227	2017-10-19	Cory Hann	Bill Morneau	Conservative Party
3228	2017-10-19	Cory Hann	Justin Trudeau	Conservative Party
3229	2017-10-19	Cory Hann	Trudeau	Conservative Party
3230	2017-10-19	Cory Hann	Justin Trudeau	Conservative Party
3231	2017-10-19	Cory Hann	Andrew Scheer	Conservative Party
3232	2017-10-19	Cory Hann	Cory Hann	Conservative Party
3233	2017-10-20	Hamish Marshall	Mike	Conservative Party
3234	2017-10-20	Hamish Marshall	Trudeau	Conservative Party
3235	2017-10-20	Hamish Marshall	Justin Trudeau	Conservative Party
3236	2017-10-20	Hamish Marshall	Andrew Scheer	Conservative Party
3237	2017-10-20	Hamish Marshall	Trudeau	Conservative Party
3238	2017-10-20	Hamish Marshall	Andrew Scheer	Conservative Party
3239	2017-10-20	Hamish Marshall	Andrew	Conservative Party
3240	2017-10-20	Hamish Marshall	Justin Trudeau	Conservative Party
3241	2017-10-20	Hamish Marshall	Hamish Marshall	Conservative Party
3242	2017-10-22	Andrew Scheer	Mike	Conservative Party
3243	2017-10-22	Andrew Scheer	Stephen Harper	Conservative Party
3244	2017-10-22	Andrew Scheer	Justin Trudeau	Conservative Party
3245	2017-10-22	Andrew Scheer	Trudeau	Conservative Party
3246	2017-10-22	Andrew Scheer	Justin Trudeau	Conservative Party
3247	2017-10-22	Andrew Scheer	Justin Trudeau	Conservative Party
3248	2017-10-22	Andrew Scheer	Trudeau	Conservative Party
3249	2017-10-22	Andrew Scheer	Justin Trudeau	Conservative Party
3250	2017-10-22	Andrew Scheer	Andrew Scheer	Conservative Party
3251	2017-10-23	Hamish Marshall	Mike	Conservative Party
3252	2017-10-23	Hamish Marshall	Trudeau	Conservative Party
3253	2017-10-23	Hamish Marshall	Justin Trudeau	Conservative Party
3254	2017-10-23	Hamish Marshall	Andrew Scheer	Conservative Party
3255	2017-10-23	Hamish Marshall	Trudeau	Conservative Party
3256	2017-10-23	Hamish Marshall	Andrew Scheer	Conservative Party
3257	2017-10-23	Hamish Marshall	Andrew	Conservative Party
3258	2017-10-23	Hamish Marshall	Justin Trudeau	Conservative Party
3259	2017-10-23	Hamish Marshall	Hamish Marshall	Conservative Party
3260	2017-10-24	The Election Readiness Team	Mike	Conservative Party
3261	2017-10-24	The Election Readiness Team	Trudeau	Conservative Party
3262	2017-10-24	The Election Readiness Team	Trudeau	Conservative Party
3263	2017-10-25	Conservative Party of Canada	Mike	Conservative Party
3264	2017-10-25	Conservative Party of Canada	Justin Trudeau	Conservative Party
3265	2017-10-25	Conservative Party of Canada	Bill Morneau	Conservative Party
3266	2017-10-25	Conservative Party of Canada	Trudeau	Conservative Party
3267	2017-10-26	Andrew Scheer	Mike	Conservative Party
3268	2017-10-26	Andrew Scheer	Justin Trudeau	Conservative Party
3269	2017-10-26	Andrew Scheer	Justin Trudeau	Conservative Party
3270	2017-10-26	Andrew Scheer	Trudeau	Conservative Party
3271	2017-10-26	Andrew Scheer	Justin Trudeau	Conservative Party
3272	2017-10-26	Andrew Scheer	Justin Trudeau	Conservative Party
3273	2017-10-26	Andrew Scheer	Andrew Scheer	Conservative Party
3274	2017-10-28	Lisa Raitt	Mike	Conservative Party
3275	2017-10-28	Lisa Raitt	Justin Trudeau	Conservative Party
3276	2017-10-28	Lisa Raitt	Justin Trudeau's	Conservative Party
3277	2017-10-28	Lisa Raitt	Trudeau	Conservative Party
3278	2017-10-28	Lisa Raitt	Lisa Raitt	Conservative Party
3279	2017-10-31	Erin O'Toole	Mike	Conservative Party
3280	2017-10-31	Erin O'Toole	Trudeau	Conservative Party
3281	2017-10-31	Erin O'Toole	Bill Morneau	Conservative Party
3282	2017-10-31	Erin O'Toole	Erin O’Toole	Conservative Party
3283	2017-11-03	CPC Digital Dept.	Mike	Conservative Party
3284	2017-11-03	CPC Digital Dept.	Justin Trudeau	Conservative Party
3285	2017-11-03	CPC Digital Dept.	Bill Morneau	Conservative Party
3286	2017-11-03	CPC Digital Dept.	Andrew Scheer	Conservative Party
3287	2017-11-03	CPC Digital Dept.	Stephen McCreary	Conservative Party
3288	2014-09-28	Fred DeLorey	John	Conservative Party
3289	2014-09-28	Fred DeLorey	Fred DeLorey	Conservative Party
3290	2014-09-30	Cory Hann	John	Conservative Party
3291	2014-09-30	Cory Hann	Cory Hann	Conservative Party
3292	2014-09-30	Cory Hann	Stephen Harper	Conservative Party
3293	2014-09-30	Cory Hann	Cory Hann Director	Conservative Party
3294	2014-10-04	Fred DeLorey, Conservative Party of Canada	John	Conservative Party
3295	2014-10-04	Fred DeLorey, Conservative Party of Canada	Fred DeLorey	Conservative Party
3296	2014-10-04	Dr. Kellie Leitch, MP	Stephen Harper	Conservative Party
3297	2014-10-04	Dr. Kellie Leitch, MP	Lorraine	Conservative Party
3298	2014-10-04	Dr. Kellie Leitch, MP	Harper	Conservative Party
3299	2014-10-04	Dr. Kellie Leitch, MP	Jordan	Conservative Party
3300	2014-10-04	Dr. Kellie Leitch, MP	Harper	Conservative Party
3301	2014-10-04	Dr. Kellie Leitch, MP	Judy	Conservative Party
3302	2014-10-04	Dr. Kellie Leitch, MP	Harper	Conservative Party
3303	2014-10-04	Dr. Kellie Leitch, MP	Harper	Conservative Party
3304	2014-10-04	Dr. Kellie Leitch, MP	Norman	Conservative Party
3305	2014-10-04	Dr. Kellie Leitch, MP	K. Kellie	Conservative Party
3306	2014-10-05	Fred DeLorey, Conservative Party of Canada	Justin Trudeau	Conservative Party
3307	2014-10-05	Fred DeLorey, Conservative Party of Canada	Stephen Harper	Conservative Party
3308	2014-10-05	Fred DeLorey, Conservative Party of Canada	Fred DeLorey	Conservative Party
3309	2014-10-06	Jaime Girard	John	Conservative Party
3310	2014-10-06	Jaime Girard	Jaime Girard	Conservative Party
3311	2014-10-07	Steven Blaney, MP	Steven Blaney	Conservative Party
3312	2014-10-07	Steven Blaney, MP	Lévis	Conservative Party
3313	2014-10-07	Steven Blaney, MP	Bellechasse	Conservative Party
3314	2014-10-10	Shelly Glover, MP	Stephen Harper	Conservative Party
3315	2014-10-10	Shelly Glover, MP	Shelly Glover	Conservative Party
3316	2014-10-10	Shelly Glover, MP	Saint Boniface	Conservative Party
3317	2014-10-11	Rob Moore, MP	John	Conservative Party
3318	2014-10-11	Rob Moore, MP	Dustin Van Vugt	Conservative Party
3319	2014-10-11	Rob Moore, MP	John Walsh	Conservative Party
3320	2014-10-11	Rob Moore, MP	Dustin	Conservative Party
3321	2014-10-11	Rob Moore, MP	Dustin	Conservative Party
3322	2014-10-11	Rob Moore, MP	Dustin	Conservative Party
3323	2014-10-11	Rob Moore, MP	Dustin	Conservative Party
3324	2014-10-11	Rob Moore, MP	Dustin	Conservative Party
3325	2014-10-11	Rob Moore, MP	Rob Moore	Conservative Party
3326	2014-10-11	Rob Moore, MP	Fundy Royal	Conservative Party
3327	2014-10-14	Fred DeLorey and Jaime Girard	Justin Trudeau	Conservative Party
3328	2014-10-14	Fred DeLorey and Jaime Girard	Jaime	Conservative Party
3329	2014-10-14	Fred DeLorey and Jaime Girard	Fred DeLorey	Conservative Party
3330	2014-10-14	Fred DeLorey and Jaime Girard	Jaime Girard	Conservative Party
3331	2014-10-16	David Yurdiga, MP	John	Conservative Party
3332	2014-10-16	David Yurdiga, MP	David Yurdiga MP	Conservative Party
3333	2014-10-17	Jaime Girard, Conservative Party of Canada	John	Conservative Party
3334	2014-10-17	Jaime Girard, Conservative Party of Canada	John	Conservative Party
3335	2014-10-17	Jaime Girard, Conservative Party of Canada	Jaime Girard	Conservative Party
3336	2014-10-19	Jaime Girard, Conservative Party of Canada	Stephen Harper	Conservative Party
3337	2014-10-19	Jaime Girard, Conservative Party of Canada	Jaime Girard	Conservative Party
3338	2014-10-20	Jaime Girard, Conservative Party of Canada	Jaime Girard	Conservative Party
3339	2014-10-21	Blake Richards, MP	Justin Trudeau	Conservative Party
3340	2014-10-21	Blake Richards, MP	Justin	Conservative Party
3341	2014-10-21	Blake Richards, MP	Harper	Conservative Party
3342	2014-10-21	Blake Richards, MP	Justin	Conservative Party
3343	2014-10-21	Blake Richards, MP	Stephen Harper	Conservative Party
3344	2014-10-21	Blake Richards, MP	Blake Richards	Conservative Party
3345	2014-10-21	Blake Richards, MP	Wild Rose	Conservative Party
3346	2014-10-23	Conservative Party of Canada	Stephen Harper	Conservative Party
3347	2014-10-23	Conservative Party of Canada	Nathan Cirillo	Conservative Party
3348	2014-10-23	Conservative Party of Canada	Cirillo	Conservative Party
3349	2014-10-23	Conservative Party of Canada	Patrice Vincent	Conservative Party
3350	2014-10-23	Conservative Party of Canada	Cirillo	Conservative Party
3351	2014-10-23	Conservative Party of Canada	Laureen	Conservative Party
3352	2014-10-23	Conservative Party of Canada	Ben	Conservative Party
3353	2014-10-23	Conservative Party of Canada	Rachel	Conservative Party
3354	2014-10-31	Erin O'Toole, MP	Stephen Harper	Conservative Party
3355	2014-10-31	Erin O'Toole, MP	Dad	Conservative Party
3356	2014-10-31	Erin O'Toole, MP	Erin O’Toole MP	Conservative Party
3357	2014-11-03	Conservative Party of Canada	Justin Trudeau	Conservative Party
3358	2014-11-03	Conservative Party of Canada	Thomas Mulcair	Conservative Party
3359	2014-11-03	Conservative Party of Canada	Justin Trudeau	Conservative Party
3360	2014-11-03	Conservative Party of Canada	Thomas Mulcair	Conservative Party
3361	2014-11-04	Dustin Van Vugt, Conservative Party of Canada	Justin Trudeau	Conservative Party
3362	2014-11-04	Dustin Van Vugt, Conservative Party of Canada	Dustin Van Vugt	Conservative Party
3363	2014-11-05	Fred DeLorey, Conservative Party of Canada	Justin Trudeau	Conservative Party
3364	2014-11-05	Fred DeLorey, Conservative Party of Canada	Justin Trudeau	Conservative Party
3365	2014-11-05	Fred DeLorey, Conservative Party of Canada	Fred DeLorey	Conservative Party
3366	2014-11-06	Pierre Poilievre, MP	John	Conservative Party
3367	2014-11-06	Pierre Poilievre, MP	Stephen Harper	Conservative Party
3368	2014-11-06	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
3369	2014-11-06	Pierre Poilievre, MP	Harper	Conservative Party
3370	2014-11-06	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
3371	2014-11-06	Pierre Poilievre, MP	Harper	Conservative Party
3372	2014-11-06	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
3373	2014-11-06	Pierre Poilievre, MP	Stephen Harper	Conservative Party
3374	2014-11-06	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
3375	2014-11-06	Pierre Poilievre, MP	Harper	Conservative Party
3376	2014-11-06	Pierre Poilievre, MP	Justin Trudeau	Conservative Party
3377	2014-11-06	Pierre Poilievre, MP	Harper	Conservative Party
3378	2014-11-06	Pierre Poilievre, MP	Pierre Poilievre	Conservative Party
3379	2014-11-06	Pierre Poilievre, MP	Nepean-Carleton	Conservative Party
3380	2014-11-08	Fred DeLorey, Conservative Party of Canada	John	Conservative Party
3381	2014-11-08	Fred DeLorey, Conservative Party of Canada	John	Conservative Party
3382	2014-11-08	Fred DeLorey, Conservative Party of Canada	Fred DeLorey	Conservative Party
3383	2014-11-09	Cory Hann, Conservative Party of Canada	John	Conservative Party
3384	2014-11-09	Cory Hann, Conservative Party of Canada	Cory Hann	Conservative Party
3385	2014-11-09	Cory Hann, Conservative Party of Canada	Justin Trudeau	Conservative Party
3386	2014-11-10	Chris Alexander, MP	John	Conservative Party
3387	2014-11-10	Chris Alexander, MP	Stephen Harper	Conservative Party
3388	2014-11-10	Chris Alexander, MP	Chris Alexander	Conservative Party
3389	2014-11-10	Chris Alexander, MP	Ajax-Pickering	Conservative Party
3390	2014-11-11	Fred DeLorey, Conservative Party of Canada	John	Conservative Party
3391	2014-11-11	Fred DeLorey, Conservative Party of Canada	Stephen Harper	Conservative Party
3392	2014-11-11	Fred DeLorey, Conservative Party of Canada	Justin Trudeau	Conservative Party
3393	2014-11-11	Fred DeLorey, Conservative Party of Canada	Justin Trudeau's	Conservative Party
3394	2014-11-11	Fred DeLorey, Conservative Party of Canada	Justin Trudeau	Conservative Party
3395	2014-11-11	Fred DeLorey, Conservative Party of Canada	Justin Trudeau's	Conservative Party
3396	2014-11-11	Fred DeLorey, Conservative Party of Canada	Harper	Conservative Party
